IdDate,IdVente,IdBoutique,IdProduit,IdPromotion,Montant du retour,Quantité de retour,Montant des ventes,Quantité de vente,Coût total,Coût unitaire,Prix unitaire,Montant de la remise,Quantité de remise
7/1/2021 0:00,41980,234,55,1,$296 ,1,"$2,960 ",10,$882.63 ,$98.07 ,$296 ,$0 ,0
7/1/2021 0:00,44705,156,177,21,$0 ,0,"$1,365.60 ",24,$696.24 ,$29.01 ,$56.90 ,$0 ,0
7/1/2021 0:00,79269,207,1435,1,$0 ,0,"$2,930 ",10,"$1,347.40 ",$134.74 ,$293 ,$0 ,0
7/1/2021 0:00,87207,228,935,1,$0 ,0,$790 ,10,$363.30 ,$36.33 ,$79 ,$0 ,0
7/1/2021 0:00,125675,249,50,1,$0 ,0,"$1,999.50 ",10,$919.50 ,$91.95 ,$199.95 ,$0 ,0
7/1/2021 0:00,149585,201,591,1,$0 ,0,"$2,290 ",10,"$1,167.50 ",$116.75 ,$229 ,$0 ,0
7/1/2021 0:00,150306,206,1611,1,$0 ,0,"$1,599.90 ",10,$735.70 ,$73.57 ,$159.99 ,$0 ,0
7/1/2021 0:00,160937,224,115,1,$0 ,0,"$2,499.90 ",10,$828.30 ,$82.83 ,$249.99 ,$0 ,0
7/1/2021 0:00,165462,297,869,1,$69.99 ,1,$839.88 ,12,$354.09 ,$32.19 ,$69.99 ,$0 ,0
7/1/2021 0:00,173729,245,200,1,$0 ,0,"$5,490 ",10,"$2,524.70 ",$252.47 ,$549 ,$0 ,0
7/1/2021 0:00,184365,263,1459,1,$0 ,0,"$2,560 ",10,"$1,177.30 ",$117.73 ,$256 ,$0 ,0
7/1/2021 0:00,196933,219,80,1,$0 ,0,$811 ,20,$373 ,$18.65 ,$40.55 ,$0 ,0
7/1/2021 0:00,214069,219,1452,1,$0 ,0,"$2,930 ",10,"$1,347.40 ",$134.74 ,$293 ,$0 ,0
7/1/2021 0:00,219657,235,881,1,$0 ,0,$260 ,20,$132.60 ,$6.63 ,$13 ,$0 ,0
7/1/2021 0:00,221168,228,803,1,$0 ,0,$358 ,20,$182.60 ,$9.13 ,$17.90 ,$0 ,0
7/1/2021 0:00,222028,220,381,1,$0 ,0,"$6,990 ",10,"$3,214.40 ",$321.44 ,$699 ,$0 ,0
7/1/2021 0:00,230542,205,738,1,$0 ,0,"$2,280 ",10,$755.40 ,$75.54 ,$228 ,$0 ,0
7/1/2021 0:00,321128,221,881,1,$0 ,0,$260 ,20,$132.60 ,$6.63 ,$13 ,$0 ,0
7/1/2021 0:00,330561,234,82,1,$40.55 ,1,$811 ,20,$373 ,$18.65 ,$40.55 ,$0 ,0
7/1/2021 0:00,331909,235,1339,1,$0 ,0,$359.90 ,10,$165.50 ,$16.55 ,$35.99 ,$0 ,0
7/1/2021 0:00,348667,209,625,1,$0 ,0,"$9,990 ",10,"$4,594 ",$459.40 ,$999 ,$0 ,0
7/1/2021 0:00,460951,247,1660,1,$0 ,0,"$2,899.90 ",10,$960.80 ,$96.08 ,$289.99 ,$0 ,0
7/1/2021 0:00,471725,240,1511,1,$0 ,0,"$2,290 ",10,"$1,053.10 ",$105.31 ,$229 ,$0 ,0
7/1/2021 0:00,510560,233,750,1,$0 ,0,$95 ,10,$43.70 ,$4.37 ,$9.50 ,$0 ,0
