IdDate,IdVente,IdBoutique,IdProduit,IdPromotion,Montant du retour,Quantité de retour,Montant des ventes,Quantité de vente,Coût total,Coût unitaire,Prix unitaire,Montant de la remise,Quantité de remise
1/1/2021 0:00,24620,303,349,28,$383 ,1,"$2,834.20 ",8,"$1,366.82 ",$195.26 ,$383 ,$229.80 ,3
1/1/2021 0:00,35088,213,1418,19,$0 ,0,"$2,285.40 ",8,"$1,077.92 ",$134.74 ,$293 ,$58.60 ,1
1/1/2021 0:00,99568,207,931,19,$0 ,0,$880 ,16,$448.64 ,$28.04 ,$55 ,$0 ,0
1/1/2021 0:00,239646,156,200,20,$0 ,0,"$4,941 ",9,"$2,272.23 ",$252.47 ,$549 ,$0 ,0
1/1/2021 0:00,243782,222,458,19,$0 ,0,"$3,586.44 ",16,"$1,875.36 ",$117.21 ,$229.90 ,$91.96 ,2
1/1/2021 0:00,246779,214,348,28,$0 ,0,"$5,609.20 ",8,"$2,788.64 ",$348.58 ,$758 ,$454.80 ,3
1/1/2021 0:00,258793,220,398,28,$0 ,0,"$2,987.01 ",8,"$1,561.92 ",$195.24 ,$382.95 ,$76.59 ,1
1/1/2021 0:00,276508,225,1451,19,$0 ,0,"$2,090.40 ",8,$985.92 ,$123.24 ,$268 ,$53.60 ,1
1/1/2021 0:00,287340,231,751,19,$0 ,0,$184 ,16,$93.76 ,$5.86 ,$11.50 ,$0 ,0
1/1/2021 0:00,312487,201,850,19,$230.90 ,1,"$1,801.02 ",8,$535.50 ,$76.50 ,$230.90 ,$46.18 ,1
1/1/2021 0:00,374747,219,348,28,$0 ,0,"$5,609.20 ",8,"$2,788.64 ",$348.58 ,$758 ,$454.80 ,3
1/1/2021 0:00,408312,243,412,28,$0 ,0,"$2,757.24 ",8,"$1,561.92 ",$195.24 ,$382.95 ,$306.36 ,4
1/1/2021 0:00,409197,221,626,19,$229 ,1,"$1,648.80 ",8,$817.25 ,$116.75 ,$229 ,$183.20 ,4
1/1/2021 0:00,411587,239,1384,19,$0 ,0,$261.65 ,16,$138.56 ,$8.66 ,$16.99 ,$10.19 ,3
1/1/2021 0:00,444907,204,908,19,$0 ,0,"$1,591.20 ",16,$832 ,$52 ,$102 ,$40.80 ,2
1/1/2021 0:00,505883,156,452,20,$0 ,0,"$3,926.11 ",18,"$2,018.52 ",$112.14 ,$219.95 ,$32.99 ,3
1/1/2021 0:00,515986,235,409,28,$0 ,0,"$5,150.80 ",16,"$2,659.20 ",$166.20 ,$326 ,$65.20 ,1
1/1/2021 0:00,569315,224,689,19,$159 ,1,"$1,176.60 ",8,$511.84 ,$73.12 ,$159 ,$95.40 ,3
1/1/2021 0:00,626576,203,295,19,$0 ,0,"$4,408.20 ",16,"$2,275.84 ",$142.24 ,$279 ,$55.80 ,1
1/1/2021 0:00,645874,209,341,28,$0 ,0,"$7,542.60 ",8,"$3,557.52 ",$444.69 ,$967 ,$193.40 ,1
1/1/2021 0:00,699905,263,1615,19,$0 ,0,"$2,203.92 ",8,$768.64 ,$96.08 ,$289.99 ,$116.00 ,2
1/1/2021 0:00,1021120,203,239,19,$0 ,0,"$4,632 ",8,"$2,130.08 ",$266.26 ,$579 ,$0 ,0
1/1/2021 0:00,1022188,297,430,19,$0 ,0,"$6,910.72 ",26,"$3,578.38 ",$137.63 ,$269.95 ,$107.98 ,2
1/1/2021 0:00,1028436,205,415,28,$326 ,1,"$5,085.60 ",16,"$2,659.20 ",$166.20 ,$326 ,$130.40 ,2
1/1/2021 0:00,1222006,224,826,19,$16.90 ,1,$267.02 ,16,$137.92 ,$8.62 ,$16.90 ,$3.38 ,1
1/1/2021 0:00,1272770,215,574,19,$0 ,0,"$1,700.40 ",16,$889.12 ,$55.57 ,$109 ,$43.60 ,2
1/1/2021 0:00,1281142,221,1648,19,$109.99 ,1,"$1,715.84 ",16,$897.28 ,$56.08 ,$109.99 ,$44.00 ,2
1/1/2021 0:00,1350366,209,388,28,$0 ,0,"$2,987.01 ",8,"$1,561.92 ",$195.24 ,$382.95 ,$76.59 ,1
1/1/2021 0:00,1486274,224,599,19,$0 ,0,"$17,442 ",8,"$6,083.04 ",$760.38 ,"$2,295 ",$918 ,2
1/1/2021 0:00,1495558,211,924,19,$1.99 ,1,$30.65 ,16,$16.16 ,$1.01 ,$1.99 ,$1.19 ,3
1/1/2021 0:00,1496454,217,134,19,$0 ,0,"$2,799.60 ",8,"$1,287.44 ",$160.93 ,$349.95 ,$0 ,0
1/1/2021 0:00,1498138,304,1396,19,$0 ,0,$179.32 ,8,$84.56 ,$10.57 ,$22.99 ,$4.60 ,1
1/1/2021 0:00,1539232,234,608,19,$0 ,0,"$2,888 ",16,"$1,007.20 ",$62.95 ,$190 ,$152 ,4
1/1/2021 0:00,1558250,244,1564,19,$0 ,0,"$2,295.20 ",8,$800.48 ,$100.06 ,$302 ,$120.80 ,2
1/1/2021 0:00,1584237,231,38,19,$0 ,0,"$2,333.99 ",8,$793.12 ,$99.14 ,$299.23 ,$59.85 ,1
1/1/2021 0:00,1598125,215,374,28,$0 ,0,"$9,352.80 ",8,"$3,443.04 ",$430.38 ,"$1,299 ","$1,039.20 ",4
