IdDate,IdVente,IdBoutique,IdProduit,IdPromotion,Montant du retour,Quantité de retour,Montant des ventes,Quantité de vente,Coût total,Coût unitaire,Prix unitaire,Montant de la remise,Quantité de remise
4/1/2020 0:00,15004,230,1535,17,$268 ,1,"$3,216 ",12,"$1,355.64 ",$123.24 ,$268 ,$0 ,0
4/1/2020 0:00,18849,250,368,17,$0 ,0,"$15,588 ",12,"$5,164.56 ",$430.38 ,"$1,299 ",$0 ,0
4/1/2020 0:00,43763,208,243,17,$0 ,0,"$4,908 ",12,"$2,502.24 ",$208.52 ,$409 ,$0 ,0
4/1/2020 0:00,53457,230,809,17,$0 ,0,$478.80 ,12,$244.08 ,$20.34 ,$39.90 ,$0 ,0
4/1/2020 0:00,59735,207,1487,17,$0 ,0,"$3,204 ",12,"$1,473.36 ",$122.78 ,$267 ,$0 ,0
4/1/2020 0:00,65648,217,759,17,$0 ,0,$142.80 ,12,$72.84 ,$6.07 ,$11.90 ,$0 ,0
4/1/2020 0:00,128978,210,543,17,$0 ,0,"$2,748 ",12,"$1,401 ",$116.75 ,$229 ,$0 ,0
4/1/2020 0:00,174519,206,1626,17,$0 ,0,"$2,628 ",12,$870.72 ,$72.56 ,$219 ,$0 ,0
4/1/2020 0:00,190407,218,398,17,$0 ,0,"$4,595.40 ",12,"$2,342.88 ",$195.24 ,$382.95 ,$0 ,0
4/1/2020 0:00,227415,219,1356,17,$35.99 ,1,$431.88 ,12,$182.05 ,$16.55 ,$35.99 ,$0 ,0
4/1/2020 0:00,241983,246,1426,17,$0 ,0,"$7,068 ",12,"$2,341.80 ",$195.15 ,$589 ,$0 ,0
4/1/2020 0:00,247811,297,375,17,$0 ,0,"$6,242.07 ",9,"$2,892.96 ",$321.44 ,$699 ,$48.93 ,1
4/1/2020 0:00,252328,231,663,17,$0 ,0,"$2,976 ",12,$986.04 ,$82.17 ,$248 ,$0 ,0
4/1/2020 0:00,269629,297,1413,17,$0 ,0,"$2,691 ",9,"$1,237.50 ",$137.50 ,$299 ,$0 ,0
4/1/2020 0:00,276500,215,817,17,$0 ,0,$114 ,12,$58.08 ,$4.84 ,$9.50 ,$0 ,0
4/1/2020 0:00,305463,226,1534,17,$0 ,0,"$4,776 ",12,"$1,582.44 ",$131.87 ,$398 ,$0 ,0
4/1/2020 0:00,310241,156,327,1,$0 ,0,"$2,790 ",10,"$1,422.40 ",$142.24 ,$279 ,$0 ,0
4/1/2020 0:00,391982,248,479,17,$0 ,0,"$3,108 ",12,"$1,429.32 ",$119.11 ,$259 ,$0 ,0
4/1/2020 0:00,477296,156,521,1,$0 ,0,"$2,590 ",10,"$1,191.10 ",$119.11 ,$259 ,$0 ,0
4/1/2020 0:00,481065,234,567,17,$0 ,0,"$2,748 ",12,"$1,401 ",$116.75 ,$229 ,$0 ,0
4/1/2020 0:00,488985,208,228,17,$0 ,0,"$3,238.80 ",12,"$1,651.20 ",$137.60 ,$269.90 ,$0 ,0
4/1/2020 0:00,498357,305,517,17,$0 ,0,"$9,828 ",12,"$3,256.20 ",$271.35 ,$819 ,$0 ,0
4/1/2020 0:00,564647,238,881,17,$0 ,0,$156 ,12,$79.56 ,$6.63 ,$13 ,$0 ,0
4/1/2020 0:00,573138,236,562,17,$0 ,0,"$1,308 ",12,$666.84 ,$55.57 ,$109 ,$0 ,0
4/1/2020 0:00,585347,156,585,1,$0 ,0,"$1,390 ",10,$708.70 ,$70.87 ,$139 ,$0 ,0
4/1/2020 0:00,659794,208,1628,17,$0 ,0,$166.68 ,12,$76.68 ,$6.39 ,$13.89 ,$0 ,0
4/1/2020 0:00,665592,237,327,17,$0 ,0,"$3,348 ",12,"$1,706.88 ",$142.24 ,$279 ,$0 ,0
4/1/2020 0:00,689046,234,1379,17,$0 ,0,$276 ,12,$126.96 ,$10.58 ,$23 ,$0 ,0
4/1/2020 0:00,692075,297,2516,17,$0 ,0,$602.30 ,180,$307.80 ,$1.71 ,$3.35 ,$0.70 ,3
4/1/2020 0:00,703643,218,251,17,$0 ,0,"$5,760 ",12,"$2,936.64 ",$244.72 ,$480 ,$0 ,0
4/1/2020 0:00,716582,220,1450,17,$0 ,0,"$3,696 ",12,"$1,699.68 ",$141.64 ,$308 ,$0 ,0
4/1/2020 0:00,718768,303,181,17,$129 ,1,"$1,548 ",12,$652.52 ,$59.32 ,$129 ,$0 ,0
4/1/2020 0:00,729369,240,513,17,$0 ,0,"$1,188 ",12,$605.64 ,$50.47 ,$99 ,$0 ,0
4/1/2020 0:00,730717,248,728,17,$0 ,0,"$2,352 ",12,"$1,081.56 ",$90.13 ,$196 ,$0 ,0
4/1/2020 0:00,751852,225,223,17,$0 ,0,"$6,948 ",12,"$3,195.12 ",$266.26 ,$579 ,$0 ,0
4/1/2020 0:00,758593,249,23,17,$0 ,0,"$1,608 ",12,$739.44 ,$61.62 ,$134 ,$0 ,0
4/1/2020 0:00,814023,305,417,17,$0 ,0,"$14,376 ",24,"$6,611.04 ",$275.46 ,$599 ,$0 ,0
4/1/2020 0:00,827469,211,1351,17,$0 ,0,$203.88 ,12,$103.92 ,$8.66 ,$16.99 ,$0 ,0
4/1/2020 0:00,831479,221,826,17,$0 ,0,$202.80 ,12,$103.44 ,$8.62 ,$16.90 ,$0 ,0
4/1/2020 0:00,845876,156,39,1,$0 ,0,"$2,992.30 ",10,$991.40 ,$99.14 ,$299.23 ,$0 ,0
4/1/2020 0:00,848107,237,1586,17,$0 ,0,$151.92 ,12,$69.84 ,$5.82 ,$12.66 ,$0 ,0
4/1/2020 0:00,858874,230,1583,17,$13.89 ,1,$166.68 ,12,$70.29 ,$6.39 ,$13.89 ,$0 ,0
4/1/2020 0:00,865850,212,1354,17,$0 ,0,$347.88 ,12,$159.96 ,$13.33 ,$28.99 ,$0 ,0
4/1/2020 0:00,870521,263,684,17,$0 ,0,"$1,920 ",12,$882.96 ,$73.58 ,$160 ,$0 ,0
4/1/2020 0:00,902466,214,1379,17,$0 ,0,$276 ,12,$126.96 ,$10.58 ,$23 ,$0 ,0
4/1/2020 0:00,903932,241,544,17,$0 ,0,"$5,988 ",12,"$3,052.80 ",$254.40 ,$499 ,$0 ,0
4/1/2020 0:00,911871,201,2505,17,$9.99 ,1,"$2,397.60 ",240,"$1,221.60 ",$5.09 ,$9.99 ,$0 ,0
4/1/2020 0:00,914802,240,1546,17,$0 ,0,"$3,624 ",12,"$1,200.72 ",$100.06 ,$302 ,$0 ,0
4/1/2020 0:00,924937,213,358,17,$0 ,0,"$3,912 ",12,"$1,994.40 ",$166.20 ,$326 ,$0 ,0
4/1/2020 0:00,929367,232,196,17,$0 ,0,"$3,238.80 ",12,"$1,651.20 ",$137.60 ,$269.90 ,$0 ,0
4/1/2020 0:00,941533,231,790,17,$0 ,0,$306 ,12,$156 ,$13 ,$25.50 ,$0 ,0
