IdDate,IdVente,IdBoutique,IdProduit,IdPromotion,Montant du retour,Quantité de retour,Montant des ventes,Quantité de vente,Coût total,Coût unitaire,Prix unitaire,Montant de la remise,Quantité de remise
4/1/2021 0:00,44382,219,708,26,$0 ,0,"$1,872 ",24,$954.48 ,$39.77 ,$78 ,$0 ,0
4/1/2021 0:00,47981,263,226,26,$299 ,1,"$7,176 ",24,"$3,658.56 ",$152.44 ,$299 ,$0 ,0
4/1/2021 0:00,95208,243,14,26,$77.68 ,1,"$1,864.32 ",24,$857.28 ,$35.72 ,$77.68 ,$0 ,0
4/1/2021 0:00,118616,203,636,26,$0 ,0,"$11,988 ",12,"$5,512.80 ",$459.40 ,$999 ,$0 ,0
4/1/2021 0:00,125395,241,132,26,$0 ,0,"$4,800 ",24,"$2,447.28 ",$101.97 ,$200 ,$0 ,0
4/1/2021 0:00,197793,240,369,26,$0 ,0,"$8,388 ",12,"$3,857.28 ",$321.44 ,$699 ,$0 ,0
4/1/2021 0:00,200017,210,393,26,$0 ,0,"$7,188 ",12,"$3,305.52 ",$275.46 ,$599 ,$0 ,0
4/1/2021 0:00,213818,297,786,26,$0 ,0,$204.59 ,18,$105.48 ,$5.86 ,$11.50 ,$2.42 ,3
4/1/2021 0:00,222796,234,78,26,$0 ,0,$973.20 ,24,$447.60 ,$18.65 ,$40.55 ,$0 ,0
4/1/2021 0:00,226062,237,313,26,$0 ,0,"$6,456 ",24,"$3,291.36 ",$137.14 ,$269 ,$0 ,0
4/1/2021 0:00,306238,224,551,26,$0 ,0,"$13,770 ",6,"$4,562.28 ",$760.38 ,"$2,295 ",$0 ,0
4/1/2021 0:00,312533,220,842,26,$0 ,0,$645.60 ,24,$329.04 ,$13.71 ,$26.90 ,$0 ,0
4/1/2021 0:00,314870,246,400,26,$0 ,0,"$9,096 ",12,"$4,182.96 ",$348.58 ,$758 ,$0 ,0
4/1/2021 0:00,331191,218,407,26,$0 ,0,"$7,188 ",12,"$3,305.52 ",$275.46 ,$599 ,$0 ,0
4/1/2021 0:00,347286,209,778,26,$0 ,0,$310.80 ,24,$158.40 ,$6.60 ,$12.95 ,$0 ,0
4/1/2021 0:00,379064,246,177,26,$56.90 ,1,"$1,365.60 ",24,$696.24 ,$29.01 ,$56.90 ,$0 ,0
4/1/2021 0:00,435369,156,56,1,$0 ,0,"$2,960 ",10,$980.70 ,$98.07 ,$296 ,$0 ,0
4/1/2021 0:00,448525,247,68,26,$0 ,0,$616.56 ,24,$314.40 ,$13.10 ,$25.69 ,$0 ,0
4/1/2021 0:00,459954,238,511,26,$0 ,0,"$2,376 ",24,"$1,211.28 ",$50.47 ,$99 ,$0 ,0
4/1/2021 0:00,500048,204,895,26,$0 ,0,"$1,001.52 ",24,$510.72 ,$21.28 ,$41.73 ,$0 ,0
4/1/2021 0:00,533901,244,1535,26,$0 ,0,"$3,216 ",12,"$1,478.88 ",$123.24 ,$268 ,$0 ,0
4/1/2021 0:00,604268,215,765,26,$0 ,0,$718.80 ,24,$366.48 ,$15.27 ,$29.95 ,$0 ,0
4/1/2021 0:00,612836,263,2514,26,$129.99 ,1,"$15,598.80 ",120,"$5,168.40 ",$43.07 ,$129.99 ,$0 ,0
4/1/2021 0:00,690370,226,347,26,$0 ,0,"$7,032 ",12,"$3,233.76 ",$269.48 ,$586 ,$0 ,0
4/1/2021 0:00,702639,217,787,26,$0 ,0,$228 ,24,$116.16 ,$4.84 ,$9.50 ,$0 ,0
4/1/2021 0:00,705342,201,533,26,$0 ,0,"$3,348 ",12,"$1,539.60 ",$128.30 ,$279 ,$0 ,0
4/1/2021 0:00,728288,305,1427,26,$230 ,1,"$2,760 ",12,"$1,163.47 ",$105.77 ,$230 ,$0 ,0
4/1/2021 0:00,813234,237,30,26,$0 ,0,"$3,060 ",12,"$1,013.88 ",$84.49 ,$255 ,$0 ,0
4/1/2021 0:00,879345,297,211,26,$0 ,0,"$5,751 ",9,"$2,644.65 ",$293.85 ,$639 ,$0 ,0
4/1/2021 0:00,914527,249,784,26,$0 ,0,$198 ,12,$91.08 ,$7.59 ,$16.50 ,$0 ,0
4/1/2021 0:00,931608,211,406,26,$382.95 ,1,"$4,595.40 ",12,"$2,147.64 ",$195.24 ,$382.95 ,$0 ,0
4/1/2021 0:00,960468,235,297,26,$0 ,0,"$6,456 ",24,"$3,291.36 ",$137.14 ,$269 ,$0 ,0
4/1/2021 0:00,1109090,304,342,26,$599 ,1,"$7,188 ",12,"$3,030.06 ",$275.46 ,$599 ,$0 ,0
4/1/2021 0:00,1232290,240,1600,26,$57.88 ,1,$694.56 ,12,$292.82 ,$26.62 ,$57.88 ,$0 ,0
4/1/2021 0:00,1270255,211,734,26,$0 ,0,"$1,788 ",12,$822.24 ,$68.52 ,$149 ,$0 ,0
4/1/2021 0:00,1305274,225,450,26,$0 ,0,"$5,514 ",6,"$1,826.88 ",$304.48 ,$919 ,$0 ,0
4/1/2021 0:00,1315422,211,212,26,$0 ,0,"$6,477.60 ",24,"$3,302.40 ",$137.60 ,$269.90 ,$0 ,0
